customer_id,gender,age,payment_method
C300399,Male,41,Credit Card
C204330,Female,46,Cash
C143115,Male,22,Debit Card
C591110,Male,66,Credit Card
C240566,Female,35,Debit Card
C827092,Female,63,Debit Card
C304198,Female,42,Credit Card
C231022,Male,56,Debit Card
C548065,Female,43,Credit Card
C145114,Male,61,Credit Card
C331403,Male,28,Debit Card
C317174,Female,24,Debit Card
C294798,Male,21,Cash
C125916,Female,42,Cash
C238349,Female,50,Cash
C230907,Male,43,Credit Card
C294935,Male,52,Cash
C162239,Female,30,Cash
C278345,Male,54,Cash
C268329,Male,36,Cash
C501348,Female,26,Credit Card
C126124,Female,24,Cash
C793572,Male,68,Credit Card
C202557,Female,52,Cash
C552607,Female,64,Cash
C487059,Female,67,Cash
C107758,Female,28,Debit Card
C760927,Female,23,Cash
C433603,Male,29,Credit Card
C129810,Male,27,Credit Card
C183425,Male,19,Credit Card
C407735,Male,48,Cash
C475811,Male,48,Cash
C257855,Male,34,Credit Card
C557732,Male,48,Credit Card
C734729,Male,56,Cash
C417514,Male,60,Credit Card
C333814,Male,38,Debit Card
C328027,Female,59,Credit Card
C329212,Female,63,Cash
C660469,Female,25,Cash
C629711,Female,56,Cash
C951244,Female,25,Cash
C232894,Female,58,Credit Card
C754774,Male,43,Debit Card
C868450,Female,41,Credit Card
C101064,Female,66,Cash
C244216,Male,27,Debit Card
C612745,Male,48,Credit Card
C119020,Male,44,Credit Card
C279229,Female,18,Cash
C198952,Female,53,Cash
C422186,Female,24,Cash
C808383,Female,61,Credit Card
C732731,Female,53,Cash
C278471,Female,40,Credit Card
C122880,Male,53,Cash
C281796,Female,45,Cash
C332331,Male,48,Debit Card
C107397,Female,52,Credit Card
C973192,Female,66,Credit Card
C274160,Female,69,Debit Card
C337483,Female,68,Cash
C238926,Female,26,Cash
C199950,Male,68,Credit Card
C316839,Male,38,Credit Card
C209786,Male,36,Credit Card
C645586,Male,59,Cash
C255825,Female,29,Credit Card
C301559,Male,32,Debit Card
C138538,Female,26,Cash
C817938,Male,35,Credit Card
C223506,Female,55,Credit Card
C769076,Male,21,Credit Card
C134402,Female,42,Cash
C104381,Female,64,Cash
C291578,Male,60,Cash
C269056,Female,69,Credit Card
C127373,Female,57,Credit Card
C151700,Female,61,Cash
C322802,Male,43,Cash
C121410,Female,61,Credit Card
C921744,Female,34,Credit Card
C274178,Male,69,Debit Card
C259491,Male,23,Credit Card
C316321,Female,28,Cash
C278775,Female,26,Cash
C250356,Female,58,Debit Card
C253436,Female,68,Cash
C778017,Male,54,Credit Card
C324682,Female,36,Credit Card
C151776,Female,51,Cash
C120444,Female,42,Cash
C302457,Male,36,Credit Card
C149144,Male,31,Credit Card
C339842,Female,48,Cash
C283400,Female,69,Cash
C177594,Female,32,Credit Card
C243771,Female,25,Credit Card
C310419,Female,69,Debit Card
C653072,Female,66,Cash
C762073,Male,31,Cash
C125093,Male,52,Cash
C669660,Male,41,Credit Card
C103514,Male,29,Debit Card
C306853,Female,35,Cash
C217785,Male,68,Credit Card
C267489,Male,41,Cash
C278637,Male,29,Cash
C176906,Female,24,Credit Card
C419049,Female,44,Credit Card
C248645,Female,22,Debit Card
C304825,Male,59,Credit Card
C206615,Female,57,Credit Card
C252647,Female,29,Credit Card
C121802,Male,65,Cash
C194915,Male,50,Cash
C146973,Male,61,Credit Card
C111275,Female,29,Credit Card
C318761,Male,48,Cash
C166079,Male,67,Credit Card
C191384,Male,64,Cash
C280961,Male,41,Debit Card
C334106,Male,67,Credit Card
C704844,Female,28,Cash
C437219,Female,36,Cash
C198158,Female,65,Cash
C284181,Female,27,Cash
C320958,Female,67,Cash
C195872,Female,64,Debit Card
C284176,Female,25,Credit Card
C143422,Female,62,Credit Card
C138774,Male,25,Credit Card
C143722,Female,60,Debit Card
C112713,Female,25,Debit Card
C276981,Male,62,Debit Card
C603331,Male,27,Credit Card
C898819,Female,45,Credit Card
C301704,Male,28,Cash
C188266,Male,22,Credit Card
C803384,Female,33,Cash
C172716,Male,45,Debit Card
C586473,Female,23,Cash
C322034,Female,53,Credit Card
C239575,Female,67,Credit Card
C130244,Male,57,Credit Card
C339419,Female,39,Credit Card
C572315,Female,47,Cash
C306323,Female,33,Cash
C230109,Male,18,Cash
C202280,Male,42,Credit Card
C141651,Female,55,Credit Card
C321434,Female,69,Cash
C130079,Female,42,Debit Card
C762707,Female,42,Debit Card
C290159,Male,19,Cash
C552487,Male,49,Credit Card
C185608,Female,65,Cash
C322030,Female,19,Cash
C232605,Female,67,Credit Card
C163171,Female,51,Debit Card
C452695,Female,45,Cash
C308838,Female,61,Debit Card
C321259,Female,45,Cash
C189710,Female,25,Debit Card
C279125,Female,32,Cash
C282726,Male,18,Cash
C148167,Male,64,Credit Card
C307727,Female,51,Cash
C113449,Male,60,Debit Card
C299940,Female,52,Cash
C279714,Female,23,Credit Card
C111111,Male,59,Credit Card
C332666,Male,53,Credit Card
C309090,Female,28,Cash
C305665,Female,26,Debit Card
C248851,Female,43,Cash
C516954,Female,21,Cash
C253651,Female,40,Cash
C205637,Male,55,Credit Card
C147714,Female,64,Credit Card
C196873,Female,52,Credit Card
C621421,Female,60,Credit Card
C147391,Female,48,Credit Card
C104213,Female,56,Debit Card
C155456,Female,19,Debit Card
C129680,Male,69,Cash
C108056,Male,53,Debit Card
C113505,Male,34,Credit Card
C151421,Female,24,Debit Card
C652833,Male,35,Credit Card
C744373,Female,67,Credit Card
C291449,Female,41,Cash
C197498,Female,27,Cash
C280882,Female,46,Credit Card
C163941,Female,35,Cash
C203695,Male,46,Cash
C319479,Female,33,Cash
C910510,Male,53,Cash
C173027,Female,43,Cash
C714332,Female,58,Credit Card
C175455,Male,45,Cash
C314904,Male,53,Credit Card
C199933,Female,52,Debit Card
C143940,Male,27,Cash
C180132,Male,26,Cash
C107176,Male,54,Debit Card
C162314,Female,63,Cash
C239415,Male,61,Cash
C164835,Female,64,Credit Card
C876633,Female,47,Cash
C257209,Female,48,Credit Card
C192033,Male,39,Cash
C140770,Female,55,Credit Card
C116288,Female,35,Debit Card
C157506,Female,50,Credit Card
C759120,Male,18,Cash
C455110,Female,27,Debit Card
C132293,Female,42,Cash
C104088,Male,24,Credit Card
C129692,Female,33,Cash
C262636,Female,20,Credit Card
C224118,Male,56,Credit Card
C202367,Female,54,Credit Card
C265174,Female,50,Cash
C719588,Male,51,Cash
C290329,Female,53,Credit Card
C235393,Male,39,Cash
C204325,Female,41,Cash
C142708,Male,23,Debit Card
C990630,Male,40,Cash
C141053,Male,67,Credit Card
C315148,Female,39,Cash
C295967,Female,22,Debit Card
C312525,Male,22,Debit Card
C139854,Female,65,Debit Card
C192081,Female,56,Cash
C317036,Male,20,Cash
C290382,Female,65,Cash
C241918,Female,61,Credit Card
C222242,Female,55,Cash
C206397,Male,64,Credit Card
C165769,Female,20,Credit Card
C599346,Female,58,Debit Card
C193943,Female,22,Credit Card
C248474,Female,28,Debit Card
C308113,Female,21,Credit Card
C145101,Male,28,Credit Card
C425336,Female,30,Credit Card
C175188,Male,28,Credit Card
C202164,Male,43,Cash
C244464,Female,22,Credit Card
C328605,Female,21,Cash
C296348,Male,43,Credit Card
C304729,Male,62,Credit Card
C298493,Female,21,Cash
C103886,Male,19,Cash
C287155,Female,53,Credit Card
C219467,Male,68,Credit Card
C268509,Male,57,Cash
C248905,Female,67,Debit Card
C103758,Male,23,Debit Card
C438009,Male,67,Cash
C105116,Female,36,Cash
C262610,Female,42,Credit Card
C157340,Male,68,Cash
C106021,Female,28,Debit Card
C228811,Male,26,Cash
C293465,Male,65,Credit Card
C240704,Male,60,Credit Card
C412239,Female,53,Debit Card
C249602,Female,46,Credit Card
C326832,Male,31,Debit Card
C514583,Male,47,Credit Card
C179567,Female,39,Cash
C134876,Female,28,Cash
C722089,Female,61,Cash
C156119,Female,49,Cash
C834814,Male,43,Cash
C185997,Female,27,Credit Card
C215238,Female,69,Credit Card
C268933,Female,64,Cash
C117556,Female,27,Credit Card
C185045,Male,24,Credit Card
C239624,Female,44,Credit Card
C270954,Female,35,Cash
C291292,Female,66,Cash
C272974,Female,36,Credit Card
C336295,Male,21,Cash
C195933,Female,49,Debit Card
C110880,Female,63,Credit Card
C190473,Female,35,Cash
C145260,Male,48,Credit Card
C417440,Female,56,Credit Card
C794877,Male,69,Credit Card
C227883,Female,61,Credit Card
C785828,Female,41,Credit Card
C179314,Female,33,Cash
C921754,Male,57,Credit Card
C232245,Female,34,Credit Card
C238804,Female,64,Cash
C646764,Male,57,Cash
C481855,Female,23,Credit Card
C709485,Male,41,Cash
C247690,Male,47,Debit Card
C151093,Female,47,Cash
C294364,Male,65,Cash
C316148,Male,21,Cash
C173726,Female,53,Credit Card
C194613,Female,40,Credit Card
C397967,Female,28,Credit Card
C228877,Female,53,Credit Card
C216890,Male,38,Credit Card
C205990,Male,53,Credit Card
C579574,Male,63,Credit Card
C830923,Female,37,Credit Card
C320830,Female,53,Debit Card
C241783,Male,35,Cash
C318356,Male,26,Cash
C158228,Male,37,Cash
C161662,Male,32,Cash
C230078,Male,58,Cash
C273013,Female,48,Cash
C714587,Female,68,Cash
C800262,Female,33,Cash
C123215,Female,52,Debit Card
C589569,Male,36,Cash
C139661,Female,46,Credit Card
C146197,Female,37,Credit Card
C478761,Female,18,Credit Card
C774747,Female,47,Credit Card
C779078,Male,25,Debit Card
C266688,Female,61,Credit Card
C109256,Male,57,Debit Card
C384840,Male,52,Cash
C163689,Female,34,Debit Card
C173659,Female,54,Cash
C719507,Female,27,Credit Card
C190385,Male,39,Cash
C123617,Female,24,Credit Card
C220836,Male,60,Credit Card
C270484,Male,53,Credit Card
C109317,Female,48,Cash
C275515,Male,36,Credit Card
C291891,Male,65,Cash
C633910,Male,45,Credit Card
C123985,Female,62,Cash
C146447,Female,23,Cash
C624801,Male,65,Credit Card
C142388,Male,40,Debit Card
C456091,Female,57,Cash
C177242,Male,42,Cash
C236984,Female,35,Cash
C264127,Male,41,Debit Card
C212576,Female,34,Credit Card
C116986,Female,48,Cash
C128782,Male,21,Credit Card
C151162,Male,54,Credit Card
C730245,Male,57,Debit Card
C236278,Male,50,Credit Card
C324101,Male,50,Debit Card
C316194,Female,45,Debit Card
C700945,Male,63,Credit Card
C598875,Female,59,Credit Card
C157076,Male,65,Credit Card
C189866,Female,50,Cash
C182656,Male,19,Cash
C112572,Female,21,Credit Card
C329830,Male,61,Cash
C280068,Male,32,Cash
C979562,Female,40,Cash
C333929,Female,46,Credit Card
C228052,Male,56,Debit Card
C367904,Male,51,Debit Card
C338129,Female,19,Cash
C151448,Female,63,Cash
C325540,Female,62,Credit Card
C333231,Male,47,Cash
C196744,Female,32,Credit Card
C756844,Female,26,Credit Card
C241807,Male,34,Debit Card
C367905,Male,62,Credit Card
C353530,Female,30,Credit Card
C599713,Male,38,Credit Card
C219488,Male,48,Credit Card
C329208,Female,35,Debit Card
C523695,Female,33,Debit Card
C373318,Male,58,Cash
C311492,Female,29,Debit Card
C721174,Female,38,Cash
C164347,Female,22,Debit Card
C289267,Female,27,Credit Card
C860974,Female,43,Debit Card
C265883,Female,18,Cash
C296077,Female,36,Cash
C302104,Female,66,Credit Card
C220969,Male,33,Credit Card
C166428,Female,61,Debit Card
C191249,Female,21,Debit Card
C746144,Female,32,Cash
C192406,Female,21,Cash
C165427,Female,48,Debit Card
C235656,Female,49,Cash
C302224,Female,27,Cash
C236607,Female,62,Cash
C149071,Female,39,Cash
C279062,Female,31,Cash
C161829,Female,50,Debit Card
C187958,Male,62,Credit Card
C154159,Male,37,Cash
C327376,Female,55,Credit Card
C247667,Male,38,Credit Card
C280252,Female,68,Credit Card
C154890,Female,41,Cash
C678626,Female,29,Cash
C580891,Male,64,Credit Card
C289033,Female,61,Cash
C215835,Male,69,Credit Card
C156395,Male,57,Cash
C379781,Female,25,Credit Card
C107606,Female,19,Cash
C108844,Male,62,Cash
C301814,Female,32,Cash
C331287,Male,56,Debit Card
C280384,Female,65,Debit Card
C409213,Female,59,Credit Card
C245640,Male,60,Cash
C219824,Female,38,Cash
C186448,Male,57,Credit Card
C318125,Male,26,Cash
C591691,Male,19,Credit Card
C609943,Female,25,Cash
C100369,Female,57,Cash
C218685,Female,20,Cash
C163440,Male,31,Credit Card
C313330,Female,55,Cash
C173493,Female,60,Cash
C336533,Female,47,Cash
C137166,Female,64,Cash
C854084,Female,29,Credit Card
C114310,Female,33,Debit Card
C211741,Male,21,Credit Card
C284469,Male,61,Cash
C305187,Female,29,Debit Card
C114728,Male,48,Cash
C196427,Male,27,Cash
C133606,Male,57,Cash
C315191,Female,35,Credit Card
C203372,Female,62,Credit Card
C828395,Female,25,Cash
C202638,Female,63,Debit Card
C145186,Male,38,Debit Card
C209181,Female,55,Credit Card
C272081,Female,68,Cash
C293469,Female,42,Cash
C953891,Female,63,Cash
C204864,Female,28,Credit Card
C286201,Female,49,Credit Card
C244302,Male,47,Credit Card
C111526,Female,50,Cash
C144724,Male,33,Cash
C212461,Male,48,Debit Card
C835367,Female,20,Cash
C310877,Female,29,Credit Card
C951968,Female,63,Cash
C237259,Male,41,Cash
C761801,Male,69,Credit Card
C515761,Male,35,Cash
C831305,Female,53,Credit Card
C287680,Male,23,Credit Card
C185354,Male,22,Cash
C265765,Male,56,Credit Card
C302508,Female,23,Cash
C947571,Male,35,Cash
C267048,Male,22,Credit Card
C101209,Female,46,Debit Card
C179651,Female,44,Cash
C159448,Male,30,Cash
C106760,Female,68,Credit Card
C331782,Female,58,Cash
C115845,Female,45,Credit Card
C229174,Female,69,Cash
C385778,Female,52,Credit Card
C121383,Female,39,Credit Card
C218142,Female,63,Credit Card
C268308,Female,18,Credit Card
C787168,Female,36,Cash
C144147,Female,32,Cash
C290982,Male,68,Credit Card
C478838,Male,62,Cash
C207083,Male,34,Cash
C331947,Female,51,Credit Card
C159586,Female,69,Credit Card
C187661,Female,35,Debit Card
C323226,Female,26,Credit Card
C581730,Female,28,Credit Card
C168947,Male,22,Debit Card
C298857,Male,30,Cash
C178608,Female,21,Credit Card
C936950,Female,28,Credit Card
C198107,Female,53,Debit Card
C870368,Female,68,Cash
C727263,Male,46,Credit Card
C219115,Male,39,Debit Card
C476253,Male,62,Credit Card
C268864,Male,56,Cash
C265493,Female,19,Cash
C263412,Male,21,Cash
C260756,Female,27,Debit Card
C834616,Male,59,Cash
C728000,Male,38,Cash
C248475,Male,46,Cash
C234248,Female,67,Debit Card
C262004,Male,25,Credit Card
C262977,Male,18,Credit Card
C244041,Male,58,Cash
C220985,Male,52,Debit Card
C688610,Female,44,Debit Card
C338196,Male,67,Cash
C555329,Male,23,Credit Card
C230201,Male,60,Cash
C189254,Male,50,Cash
C263429,Male,31,Cash
C460574,Female,39,Cash
C328900,Male,67,Cash
C242317,Male,35,Credit Card
C162611,Male,34,Debit Card
C163425,Male,28,Debit Card
C165573,Male,40,Cash
C216518,Male,46,Cash
C171281,Female,41,Cash
C214740,Male,18,Credit Card
C660688,Female,57,Cash
C205471,Female,59,Credit Card
C272605,Male,59,Cash
C322911,Male,41,Debit Card
C303156,Female,56,Cash
C117700,Female,69,Cash
C329962,Male,27,Credit Card
C295078,Male,66,Debit Card
C454284,Female,23,Cash
C172976,Female,67,Debit Card
C162249,Female,53,Cash
C228335,Female,60,Cash
C341834,Male,25,Credit Card
C711743,Female,60,Credit Card
C312773,Female,49,Cash
C171426,Male,37,Debit Card
C317022,Female,37,Cash
C336999,Male,54,Cash
C279242,Female,66,Debit Card
C119874,Female,66,Credit Card
C159003,Female,33,Debit Card
C311906,Male,63,Credit Card
C324085,Female,24,Cash
C699048,Female,63,Credit Card
C759250,Male,27,Credit Card
C310399,Male,38,Cash
C308926,Female,43,Credit Card
C261716,Female,32,Credit Card
C225749,Female,36,Debit Card
C599888,Female,65,Credit Card
C168928,Male,47,Cash
C275345,Female,69,Cash
C139811,Male,28,Cash
C131473,Female,41,Cash
C987467,Female,19,Credit Card
C158235,Female,40,Credit Card
C110400,Female,60,Cash
C248990,Female,50,Credit Card
C278849,Male,62,Cash
C248472,Male,21,Debit Card
C337879,Male,46,Cash
C258958,Female,63,Debit Card
C143294,Female,18,Credit Card
C164456,Female,23,Cash
C159174,Male,43,Credit Card
C189192,Male,58,Cash
C124349,Female,41,Cash
C217658,Female,40,Cash
C486028,Female,64,Cash
C195129,Female,47,Debit Card
C106559,Male,23,Credit Card
C139244,Female,66,Cash
C248342,Female,32,Cash
C104143,Female,65,Cash
C211236,Female,64,Debit Card
C835803,Female,52,Cash
C135451,Male,64,Credit Card
C181566,Female,55,Credit Card
C715720,Male,60,Credit Card
C123603,Female,64,Credit Card
C251765,Female,21,Debit Card
C309241,Male,56,Debit Card
C328683,Male,31,Cash
C297036,Male,62,Cash
C768841,Male,47,Cash
C153343,Female,29,Cash
C211417,Female,42,Cash
C470734,Male,39,Credit Card
C276677,Male,41,Credit Card
C278619,Female,38,Cash
C171798,Female,62,Credit Card
C318414,Female,32,Debit Card
C255949,Female,37,Credit Card
C262627,Male,38,Cash
C161457,Male,24,Credit Card
C174090,Female,59,Credit Card
C154077,Female,20,Debit Card
C601192,Female,38,Debit Card
C183617,Male,52,Debit Card
C187879,Female,26,Cash
C202783,Female,23,Cash
C214530,Female,68,Credit Card
C410708,Male,62,Cash
C231480,Male,20,Cash
C203139,Female,48,Cash
C294612,Female,32,Credit Card
C280994,Female,69,Credit Card
C707934,Male,61,Debit Card
C247420,Female,56,Cash
C503020,Male,24,Cash
C160860,Female,18,Credit Card
C282960,Female,24,Credit Card
C732881,Female,39,Cash
C344185,Female,27,Cash
C536829,Female,23,Debit Card
C289688,Female,53,Debit Card
C133919,Female,69,Credit Card
C284182,Female,48,Credit Card
C323769,Male,45,Cash
C325822,Male,54,Debit Card
C144781,Female,24,Debit Card
C172187,Male,54,Credit Card
C317797,Female,55,Credit Card
C215307,Female,38,Cash
C137918,Male,27,Cash
C804835,Female,18,Debit Card
C179975,Female,49,Credit Card
C237122,Female,58,Cash
C223534,Male,31,Debit Card
C217816,Female,38,Cash
C202089,Female,43,Cash
C917221,Male,40,Debit Card
C571616,Female,63,Credit Card
C326843,Male,33,Credit Card
C263900,Male,44,Cash
C503636,Female,27,Debit Card
C182966,Female,21,Credit Card
C432820,Male,25,Debit Card
C551976,Female,47,Cash
C265199,Male,36,Credit Card
C268344,Male,22,Credit Card
C256582,Female,49,Debit Card
C797804,Female,45,Cash
C953806,Female,60,Credit Card
C372359,Male,51,Cash
C922108,Male,57,Cash
C309483,Female,44,Cash
C205574,Male,18,Debit Card
C269352,Female,29,Cash
C260148,Female,39,Cash
C237599,Male,38,Cash
C157452,Female,61,Credit Card
C217394,Female,47,Credit Card
C292506,Female,33,Debit Card
C148378,Female,52,Cash
C204443,Male,24,Cash
C333249,Female,60,Cash
C715595,Female,40,Credit Card
C223635,Female,65,Cash
C277487,Female,38,Debit Card
C330406,Male,36,Cash
C228303,Male,26,Credit Card
C461317,Male,36,Debit Card
C264678,Female,44,Debit Card
C249587,Female,48,Credit Card
C159794,Female,35,Credit Card
C257852,Female,62,Credit Card
C109921,Female,21,Cash
C321020,Male,26,Credit Card
C219745,Female,58,Credit Card
C277586,Female,28,Cash
C249527,Female,61,Cash
C119752,Female,40,Credit Card
C113382,Male,62,Credit Card
C149277,Male,58,Cash
C150759,Female,44,Credit Card
C153528,Male,57,Cash
C174950,Female,54,Credit Card
C220352,Female,34,Debit Card
C182464,Male,63,Credit Card
C196656,Female,29,Credit Card
C140766,Female,61,Credit Card
C301475,Male,27,Debit Card
C221065,Male,31,Cash
C134254,Female,21,Credit Card
C979723,Male,30,Cash
C104337,Female,41,Debit Card
C193505,Female,19,Cash
C101921,Female,62,Cash
C936997,Female,30,Cash
C217164,Male,40,Credit Card
C238165,Female,64,Cash
C532506,Female,55,Cash
C608672,Male,67,Cash
C278365,Male,30,Cash
C208144,Female,55,Credit Card
C524887,Female,22,Cash
C238664,Male,38,Credit Card
C318503,Female,24,Credit Card
C275218,Male,24,Credit Card
C251447,Female,20,Credit Card
C408879,Female,53,Cash
C903884,Female,60,Cash
C123047,Male,55,Debit Card
C266425,Male,54,Cash
C186799,Female,61,Cash
C247442,Female,42,Credit Card
C113324,Female,29,Credit Card
C204168,Female,66,Cash
C749709,Male,61,Credit Card
C109831,Male,55,Cash
C289877,Male,20,Credit Card
C192066,Male,51,Credit Card
C135887,Male,53,Cash
C199378,Female,29,Cash
C136586,Female,32,Cash
C107448,Male,62,Cash
C171263,Female,52,Cash
C129219,Male,41,Cash
C168676,Female,28,Credit Card
C719783,Female,18,Credit Card
C181908,Female,47,Credit Card
C619754,Female,45,Cash
C473192,Female,64,Debit Card
C380388,Female,25,Cash
C453349,Female,67,Cash
C175161,Female,64,Credit Card
C286096,Male,25,Cash
C132067,Male,41,Debit Card
C663886,Male,24,Cash
C611417,Male,37,Debit Card
C235632,Female,68,Credit Card
C104837,Female,66,Debit Card
C550349,Female,30,Cash
C173301,Female,27,Cash
C143332,Female,38,Cash
C878229,Female,18,Credit Card
C240497,Female,41,Credit Card
C600023,Male,57,Cash
C258813,Female,30,Cash
C304295,Female,57,Credit Card
C224760,Female,64,Debit Card
C158278,Female,19,Credit Card
C111970,Female,31,Cash
C264095,Female,24,Debit Card
C225205,Female,53,Cash
C153715,Female,22,Cash
C187969,Male,40,Credit Card
C737211,Female,25,Credit Card
C129235,Female,30,Cash
C198753,Female,59,Credit Card
C236883,Female,66,Credit Card
C274984,Male,50,Cash
C283536,Female,37,Cash
C182862,Male,59,Cash
C156999,Male,56,Cash
C172503,Male,39,Debit Card
C580150,Male,61,Credit Card
C140938,Male,41,Debit Card
C199124,Male,59,Debit Card
C862361,Male,21,Cash
C323038,Male,64,Debit Card
C324676,Male,58,Cash
C334239,Female,54,Credit Card
C122960,Female,64,Credit Card
C248152,Female,63,Cash
C597909,Female,65,Debit Card
C606415,Male,62,Cash
C725854,Male,38,Cash
C328286,Male,49,Credit Card
C189169,Male,56,Debit Card
C325036,Female,41,Cash
C176748,Male,42,Credit Card
C754740,Female,20,Cash
C614110,Female,20,Cash
C308828,Female,60,Cash
C203772,Female,26,Debit Card
C194726,Male,50,Cash
C541827,Male,41,Debit Card
C146086,Male,38,Cash
C647809,Female,65,Credit Card
C294131,Female,36,Cash
C165486,Male,36,Cash
C721221,Female,21,Debit Card
C225636,Male,57,Debit Card
C191532,Female,60,Credit Card
C467736,Female,26,Cash
C257516,Female,37,Cash
C317458,Female,54,Credit Card
C290680,Female,60,Cash
C226856,Female,44,Cash
C510934,Male,31,Cash
C905181,Female,20,Cash
C988082,Female,45,Debit Card
C705850,Male,57,Cash
C888322,Male,36,Credit Card
C139796,Male,54,Cash
C335094,Female,45,Credit Card
C245569,Male,26,Cash
C272950,Male,41,Credit Card
C523759,Female,31,Cash
C206357,Male,32,Credit Card
C959222,Male,20,Cash
C139412,Female,67,Debit Card
C267438,Female,60,Cash
C132195,Female,69,Credit Card
C905711,Male,39,Credit Card
C233184,Female,47,Cash
C150088,Male,28,Cash
C186362,Female,54,Cash
C807520,Male,35,Cash
C247343,Female,55,Debit Card
C176856,Male,41,Debit Card
C145305,Female,34,Credit Card
C285644,Female,62,Credit Card
C831417,Male,25,Debit Card
C163331,Male,64,Cash
C127384,Male,66,Cash
C259561,Female,65,Cash
C339120,Male,34,Credit Card
C255030,Female,30,Credit Card
C165949,Female,36,Debit Card
C241646,Female,43,Credit Card
C304679,Male,43,Debit Card
C271211,Male,29,Debit Card
C476792,Male,61,Debit Card
C294095,Female,24,Cash
C237685,Female,40,Cash
C263431,Male,30,Cash
C323863,Female,41,Cash
C102865,Female,59,Credit Card
C760329,Male,36,Debit Card
C306590,Female,68,Debit Card
C145894,Female,22,Credit Card
C171256,Male,66,Cash
C119493,Female,20,Credit Card
C132081,Male,56,Cash
C274762,Male,45,Cash
C202968,Female,19,Cash
C335087,Female,44,Debit Card
C323756,Female,30,Cash
C182147,Female,47,Cash
C293639,Male,68,Credit Card
C110918,Female,57,Credit Card
C177021,Male,65,Debit Card
C749661,Female,65,Credit Card
C333662,Female,23,Debit Card
C210078,Female,43,Cash
C494403,Female,37,Cash
C315572,Female,62,Cash
C731572,Female,21,Credit Card
C768528,Female,33,Debit Card
C255228,Male,53,Cash
C122951,Female,37,Credit Card
C324389,Female,66,Credit Card
C159558,Female,20,Cash
C753109,Female,23,Debit Card
C250229,Male,60,Cash
C339641,Female,62,Cash
C249635,Female,26,Debit Card
C277522,Male,49,Credit Card
C210592,Male,61,Credit Card
C177128,Female,57,Credit Card
C150094,Female,41,Debit Card
C320470,Female,53,Cash
C196202,Male,29,Debit Card
C352973,Male,31,Debit Card
C113137,Female,32,Cash
C220753,Female,21,Credit Card
C218624,Female,55,Debit Card
C285241,Male,20,Credit Card
C849438,Female,34,Credit Card
C250284,Male,64,Cash
C200762,Male,68,Credit Card
C282972,Female,57,Credit Card
C123060,Male,19,Cash
C800515,Female,34,Credit Card
C242225,Female,19,Cash
C198096,Female,63,Cash
C316318,Male,48,Debit Card
C129338,Male,65,Cash
C182250,Male,26,Cash
C315212,Male,50,Debit Card
C185050,Female,61,Credit Card
C292489,Female,25,Debit Card
C661406,Female,27,Credit Card
C158287,Female,64,Cash
C324070,Female,22,Cash
C215706,Female,52,Cash
C105346,Female,54,Credit Card
C213886,Male,32,Cash
C221045,Female,35,Cash
C316925,Female,68,Cash
C328549,Female,47,Credit Card
C248822,Female,45,Credit Card
C332775,Male,69,Cash
C669223,Male,32,Debit Card
C287960,Female,51,Cash
C644061,Male,51,Cash
C103393,Male,32,Cash
C595722,Male,23,Cash
C319564,Female,25,Cash
C399708,Male,19,Cash
C340014,Male,27,Credit Card
C729309,Female,55,Credit Card
C755092,Male,50,Credit Card
C217001,Male,31,Cash
C259526,Male,45,Cash
C986786,Male,19,Cash
C217759,Male,52,Credit Card
C219064,Female,24,Credit Card
C302448,Female,32,Credit Card
C253300,Female,46,Debit Card
C811923,Female,32,Cash
C122270,Male,29,Cash
C270117,Female,32,Cash
C256673,Male,63,Cash
C314225,Male,20,Cash
C618588,Female,54,Debit Card
C142551,Female,43,Credit Card
C203168,Male,56,Cash
C262268,Female,36,Cash
C206830,Male,55,Credit Card
C309476,Male,33,Cash
C121021,Female,37,Credit Card
C180693,Female,69,Cash
C150361,Female,55,Credit Card
C156070,Female,55,Cash
C120805,Female,38,Credit Card
C250807,Female,57,Credit Card
C100477,Female,45,Debit Card
C821283,Male,45,Cash
C175979,Male,69,Cash
C292096,Male,27,Credit Card
C269427,Female,35,Cash
C110887,Male,43,Credit Card
C943626,Female,22,Cash
C723916,Female,58,Cash
C420247,Female,59,Debit Card
C611760,Male,26,Credit Card
C205418,Male,59,Debit Card
C258814,Male,37,Cash
C164299,Female,69,Credit Card
C155050,Female,56,Cash
C138950,Male,62,Cash
C120738,Female,66,Cash
C741575,Male,20,Credit Card
C146165,Female,65,Cash
C136171,Female,67,Cash
C787141,Male,57,Cash
C890034,Male,43,Credit Card
C130580,Male,50,Cash
C104997,Male,39,Debit Card
C156514,Female,22,Cash
C303453,Male,60,Credit Card
C301502,Female,57,Cash
C330746,Female,55,Credit Card
C635895,Male,63,Credit Card
C223159,Female,59,Cash
C183204,Male,19,Cash
C267594,Female,29,Cash
C304653,Female,62,Credit Card
C304339,Female,30,Cash
C454732,Female,68,Credit Card
C285385,Male,62,Credit Card
C207881,Female,29,Credit Card
C889581,Female,29,Credit Card
C173270,Male,58,Cash
C641330,Female,58,Cash
C186489,Male,64,Credit Card
C179493,Male,35,Cash
C212387,Female,28,Cash
C175914,Male,49,Debit Card
C166558,Female,28,Debit Card
C253174,Female,21,Cash
C819629,Male,42,Debit Card
C139468,Female,28,Credit Card
C275030,Male,28,Cash
C100544,Female,40,Debit Card
C450400,Male,53,Credit Card
